playerId,playerName,position,projection,points,week,startDate,endDate,year,rfflTeam,rfflOpponent,url
6624,T. Romo,QB,15.68,21.55,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
8813,J. Nelson,WR,12.13,13.40,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
8001,M. Colston,WR,13.31,9.10,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
8832,R. Rice,RB,19.54,24.30,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
8841,K. Smith,RB,15.90,22.10,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
24017,R. Gronkowski,TE,12.82,15.00,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
23999,D. Bryant,W/R,13.29,12.50,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
4587,D. Akers,K,6.90,16.00,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
100003,C.,DEF,11.19,14.00,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
8266,M. Lynch,BN,11.81,11.70,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
23987,R. Mathews,BN,0.00,0.00,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
24815,M. Ingram II,BN,9.57,1.50,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
23996,J. Gresham,BN,8.94,6.00,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
25785,R. Wilson,BN,13.87,8.65,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
24851,R. Cobb,BN,4.85,22.70,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
,,,,,1,Sep 5,Sep 10,2012,Whirling Dervishes,Flying Dutchmen,https://football.fantasysports.yahoo.com/2012/f1/162/matchup?week=1&mid1=1&mid2=8
